product_type,premium_mode,payment_method,agent_channel,underwriting_class,e_bill_enrolled,portal_account_created,customer_service_contacts_30d,email_open_rate_30d,age_at_issue,credit_proxy_score,has_prior_aaa_membership,tenure_aaa_membership_months,uw_decision_days,first_premium_paid_days,face_amount,lapse_12m
term_10,monthly,ach,captive,preferred,0,0,0,0.7214653065036378,28,0.9145414024344203,1,49,10,0,300197,0
ul,semiannual,ach,independent,standard,0,1,0,0.5707629651904116,65,0.737782855288416,1,32,19,3,140208,0
ul,quarterly,ach,independent,preferred,0,1,0,0.3014213369383124,56,0.641452057580887,1,77,8,1,340935,0
term_10,quarterly,ach,captive,pref_plus,1,1,0,0.353236357453563,41,0.9336189704264131,1,64,9,0,219469,0
term_20,quarterly,ach,online,standard,1,1,0,0.36941858484738255,31,0.6825979722423868,1,116,24,0,147433,1
whole_life,quarterly,ach,independent,standard,1,1,0,0.6024667135159928,32,0.744494671352455,1,3,3,0,206066,0
ul,monthly,credit_card,online,pref_plus,1,1,0,0.5307775532894647,29,0.6253750021152803,0,0,7,0,141564,0
whole_life,monthly,ach,independent,preferred,1,1,0,0.7340064668681295,64,0.6528658099552412,1,34,0,6,191967,0
term_20,semiannual,ach,captive,preferred,1,1,0,0.7721639788071362,36,0.5760686396106166,0,0,9,7,211739,1
term_20,semiannual,ach,independent,pref_plus,1,1,0,0.2809284715971531,66,0.7498644569218156,1,31,16,0,291269,0
term_20,monthly,check,captive,preferred,1,1,1,0.5450393027771152,59,0.4035691683658873,0,0,14,7,315014,1
whole_life,quarterly,credit_card,independent,preferred,1,1,0,0.5426072363319857,37,0.6754668181542909,0,0,12,3,335043,1
ul,annual,check,captive,substandard,0,1,0,0.43099527252262315,57,0.4464518407828769,0,0,6,8,312894,0
term_20,quarterly,check,independent,preferred,0,1,0,0.6383529267907333,43,0.6917748214743709,1,28,10,5,97734,1
term_10,monthly,ach,captive,preferred,0,1,0,0.5481946779901605,43,1.0,0,0,9,5,134408,0
term_10,monthly,credit_card,captive,pref_plus,0,0,1,0.33508843599649324,58,0.7259732992278234,1,5,11,3,337830,0
whole_life,monthly,ach,captive,pref_plus,0,1,0,0.4215765699362042,55,0.8113062201167225,0,0,13,0,212710,0
ul,monthly,credit_card,independent,standard,1,1,0,0.38015578459146093,30,0.762445845980223,1,115,9,0,238912,0
term_10,quarterly,ach,captive,preferred,1,1,1,0.30449656503061734,40,0.1813627954399401,0,0,12,3,300606,0
term_10,quarterly,ach,captive,preferred,0,1,0,0.43293562521361645,66,0.5762950467295309,0,0,11,2,353235,0
term_20,semiannual,check,captive,substandard,1,1,0,0.1906150971826881,30,0.6806172314612411,0,0,7,13,287603,1
term_10,monthly,credit_card,captive,standard,1,1,0,0.5447765293484741,55,0.22400023927510948,0,0,12,5,181209,0
ul,monthly,check,online,pref_plus,0,1,0,0.7308236754804918,62,0.548903989278505,1,34,4,0,152372,1
term_20,semiannual,ach,captive,preferred,0,0,0,0.46009424271304983,50,0.5857361118957279,0,0,13,2,164362,1
term_10,monthly,ach,captive,standard,1,1,0,0.6392855592927712,22,0.37831375066458867,1,93,5,1,347964,0
iul,quarterly,ach,captive,standard,1,1,0,0.4810659103024133,62,0.42545593366908346,1,78,11,2,318841,1
term_10,annual,ach,captive,substandard,0,1,0,0.24557902838351175,65,0.840723785467971,0,0,14,0,253681,1
term_20,quarterly,ach,captive,pref_plus,1,1,1,0.8514130284813397,52,0.0,1,93,6,6,135982,0
term_10,monthly,ach,captive,standard,1,1,0,0.0,59,0.6488643602116523,1,108,18,1,321354,0
term_10,monthly,credit_card,captive,pref_plus,1,1,0,0.45206148048793376,22,0.8094427816651757,0,0,22,5,265143,0
term_10,quarterly,ach,captive,preferred,1,1,0,0.29628941199900033,56,0.5951158112882909,0,0,8,0,188669,1
term_10,monthly,credit_card,captive,standard,0,1,0,0.766338612262026,60,0.8535526640175946,0,0,11,1,245662,0
term_10,monthly,credit_card,independent,standard,1,1,0,0.4931936716000972,48,0.5230720590532543,0,0,19,5,290559,0
term_10,monthly,credit_card,captive,pref_plus,0,1,0,0.9610953541479648,46,0.4370879418513176,0,0,1,0,214355,0
term_20,monthly,ach,independent,preferred,1,1,0,0.45720134412091934,60,0.5983016609061618,0,0,12,6,167103,0
whole_life,quarterly,ach,independent,standard,1,1,0,0.29783168373904967,53,0.5313203609481536,0,0,10,8,265108,0
term_20,monthly,ach,independent,pref_plus,1,1,1,0.10794620242556824,21,0.4970717987596018,0,0,17,8,270160,0
term_20,monthly,credit_card,captive,preferred,1,1,1,0.6713290810368999,29,0.5675162436099594,0,0,10,0,98505,0
term_20,monthly,ach,independent,preferred,1,1,2,0.28305393788732613,49,0.45744145422134797,1,26,14,4,244238,0
ul,semiannual,ach,independent,pref_plus,1,1,0,0.36603827845116654,50,0.44918036989339405,0,0,7,1,182599,1
ul,monthly,check,online,standard,1,1,0,0.6956214077923901,33,0.39804234936044947,0,0,17,0,288133,1
term_10,monthly,credit_card,independent,pref_plus,1,1,0,0.6606731035597286,26,0.6749759178445743,0,0,5,3,113720,1
term_10,quarterly,credit_card,captive,preferred,0,0,1,0.3280730786868301,51,0.4201835858796597,0,0,17,0,148099,0
term_10,monthly,ach,online,standard,0,1,0,0.35919831728785195,35,0.3764311554909656,0,0,12,5,62537,1
term_10,quarterly,check,independent,pref_plus,0,0,0,0.09878631584540726,53,0.40673195904846693,1,119,0,6,283194,1
term_20,semiannual,ach,captive,standard,1,1,0,0.03889766187442756,53,0.6370143367533612,0,0,12,8,130093,1
term_20,semiannual,ach,captive,preferred,1,1,0,0.6027396103283276,30,0.7204881256495677,1,115,15,5,143901,0
term_10,monthly,credit_card,online,standard,0,1,0,0.6248083298486586,58,0.7351858337555648,0,0,4,1,242707,0
term_20,monthly,credit_card,captive,standard,1,1,1,0.5214419611927139,27,0.6385743294928172,0,0,6,2,237251,1
term_20,quarterly,ach,independent,standard,0,1,0,0.48744494970858326,39,0.6963969414317729,0,0,12,3,300952,1
term_10,monthly,ach,captive,preferred,1,1,0,0.3087666835705841,49,0.5901379892163382,1,102,8,8,309011,0
ul,quarterly,ach,independent,standard,1,1,1,0.7436265394677988,64,0.6820071946854375,1,74,13,8,340417,0
term_10,quarterly,credit_card,captive,standard,0,1,1,0.09319576261626217,67,0.6792390847518641,1,15,10,2,379170,0
iul,monthly,credit_card,independent,preferred,0,1,0,0.3563012780317958,54,0.4686649511799763,0,0,4,6,333412,0
term_10,monthly,ach,captive,pref_plus,0,1,0,0.48214027847733687,53,0.4063833848801851,1,43,25,0,276605,0
ul,monthly,ach,online,pref_plus,0,1,0,0.44991752235199145,45,0.8433879647233032,1,14,9,4,267389,0
iul,monthly,credit_card,captive,preferred,0,0,0,0.44959022573722096,44,0.6225637294378338,0,0,12,1,299331,0
iul,monthly,credit_card,captive,preferred,0,0,0,0.3461501462775518,47,0.7893221242047552,1,25,22,3,88330,1
ul,semiannual,ach,captive,substandard,1,1,0,0.5581814899095356,66,0.4020019848841817,0,0,17,0,237626,1
ul,quarterly,credit_card,captive,substandard,1,1,0,0.20692152726358048,52,0.527000152870852,1,107,15,0,103810,1
whole_life,annual,check,online,pref_plus,0,0,0,0.4211989174031341,60,0.35220702899252404,1,30,18,0,191207,1
ul,monthly,ach,captive,substandard,1,1,0,0.536380200336811,47,0.7163390298046582,0,0,15,5,131928,0
term_10,monthly,credit_card,captive,standard,0,0,1,0.3834939868109806,56,0.489392324958456,0,0,15,0,281110,1
term_20,monthly,credit_card,independent,preferred,0,1,1,0.45095739566576265,62,0.5002298781559187,1,59,15,1,298088,0
term_20,quarterly,ach,captive,substandard,0,1,1,0.4931028314899203,41,0.9520446695431204,0,0,10,6,347287,0
ul,annual,credit_card,captive,standard,1,1,0,0.09783585624635865,52,0.7199305034023534,1,37,18,7,172608,0
term_20,monthly,credit_card,independent,standard,0,1,0,0.1165399516565025,44,0.7177355773344822,0,0,16,0,197378,0
term_20,monthly,ach,captive,preferred,0,0,0,0.4767857524518119,45,0.38362007962167466,0,0,0,0,336622,0
whole_life,quarterly,ach,independent,preferred,0,1,1,0.3283235843209066,33,0.2656415756191628,0,0,17,0,209038,1
term_20,semiannual,credit_card,independent,substandard,1,1,0,0.34039564020436636,61,0.7747144018738219,1,88,7,3,192506,1
term_10,quarterly,ach,captive,preferred,1,1,0,0.563801462849292,60,0.19673149294401543,1,20,13,5,307006,0
term_20,quarterly,ach,independent,pref_plus,0,0,0,0.25223237870461435,66,0.5097161026901087,1,102,1,0,291488,0
term_20,quarterly,ach,independent,preferred,0,1,0,0.0,34,0.45390476283600945,1,68,8,0,326569,1
term_10,quarterly,credit_card,captive,preferred,0,1,0,0.7814057567335806,69,0.4334745977055492,1,17,9,0,288586,0
term_20,monthly,check,independent,preferred,0,1,0,0.691968695937853,55,0.5206296851810542,0,0,15,0,218468,1
term_20,quarterly,credit_card,captive,substandard,1,1,0,0.6894338961940731,37,0.40997014680546007,0,0,8,11,359940,1
term_20,quarterly,credit_card,captive,preferred,0,1,0,0.22585048483584794,63,0.38111822689329755,0,0,0,3,320659,0
term_20,annual,ach,independent,standard,0,1,0,0.43451622350151997,47,0.6459149514169815,0,0,9,5,248628,0
whole_life,monthly,ach,captive,standard,0,1,1,0.19631628308998844,47,0.7919373798268454,0,0,9,7,320899,1
term_20,quarterly,check,captive,preferred,1,1,0,0.4380080937520018,57,0.28747265414327916,1,31,15,1,248931,1
iul,quarterly,ach,captive,preferred,1,1,2,0.3803978090721468,27,0.6351995465483469,0,0,12,3,175813,0
iul,annual,credit_card,independent,preferred,1,1,0,0.2343887678333544,43,0.6974545531527122,0,0,7,4,258854,1
term_20,monthly,ach,independent,standard,1,1,1,0.5506572296149113,21,0.6803723253781702,1,65,13,5,404105,0
term_20,monthly,ach,captive,standard,1,1,1,0.39825142555474424,41,0.5601796581214721,1,33,23,2,333317,0
term_20,annual,credit_card,captive,preferred,1,1,0,0.7945400527304569,53,0.4925273013918317,0,0,19,7,283274,1
ul,semiannual,ach,online,substandard,0,0,1,0.46715599655214113,69,0.7365454443179232,1,66,0,7,178269,0
whole_life,semiannual,ach,captive,standard,1,1,0,0.0,31,0.6603533890389313,1,60,26,1,155377,1
ul,monthly,ach,captive,pref_plus,1,1,1,0.08757469827343006,63,0.25902594655263567,0,0,19,6,230447,1
term_20,monthly,ach,captive,standard,0,1,0,0.8691276532115966,21,0.5602087302463922,1,80,21,4,201401,0
whole_life,quarterly,ach,independent,standard,0,1,0,0.3781926018404168,20,0.6099878633250227,0,0,2,13,251418,1
term_20,quarterly,credit_card,captive,standard,1,1,0,0.49800162934610137,37,0.40312963165885396,0,0,9,6,262071,0
whole_life,monthly,ach,independent,pref_plus,0,0,0,0.4519458305583282,34,0.5561801730978835,1,28,15,4,136195,0
term_10,monthly,credit_card,independent,preferred,0,0,0,0.7332639063426043,49,0.6884768433859468,1,7,5,0,182962,0
whole_life,semiannual,credit_card,captive,preferred,1,1,1,0.06861792158693364,29,0.45107987737428923,1,67,15,0,221635,1
ul,semiannual,ach,independent,preferred,1,1,1,0.7158504174281515,47,0.6419378671016968,0,0,21,5,284901,1
term_10,quarterly,ach,captive,pref_plus,0,1,1,0.7020743584577233,69,0.4218842391249962,0,0,10,0,287892,0
whole_life,monthly,check,captive,standard,1,1,0,0.45123184561244645,28,0.3773974239221541,0,0,22,9,167328,0
term_10,monthly,credit_card,independent,preferred,1,1,0,0.5326572261955345,41,0.7108062186640183,0,0,16,0,152020,0
whole_life,monthly,check,captive,preferred,0,0,1,0.3758806405299948,50,0.8113196852208903,0,0,0,0,174276,1
term_10,monthly,ach,independent,standard,1,1,1,0.11294983434557992,41,0.3869293350196161,1,113,6,7,313720,0
iul,quarterly,credit_card,independent,pref_plus,0,1,0,0.5660572660956664,40,0.7715446140781271,0,0,18,2,212096,1
term_10,quarterly,credit_card,captive,preferred,1,1,0,0.49931591159470073,21,0.5976558998578733,1,9,5,3,258512,1
iul,annual,check,online,standard,0,0,0,0.5034718785212551,43,0.20157917922825697,1,54,18,0,283365,1
ul,monthly,ach,captive,standard,1,1,1,0.5464587557834711,66,0.3417096002796601,1,110,15,2,348206,0
term_20,monthly,check,captive,preferred,0,0,2,0.3291333798376225,63,0.7094876927482481,1,19,13,5,152357,0
ul,quarterly,ach,captive,standard,1,1,0,0.748653313834772,59,0.3076891482587298,1,32,8,0,347029,0
ul,annual,credit_card,online,standard,0,0,0,0.4516263156302461,23,0.48865953404018336,0,0,13,1,296234,1
iul,monthly,ach,captive,standard,1,1,1,0.5583421675955798,26,0.5853557292191333,1,81,22,3,383410,1
term_20,monthly,credit_card,captive,substandard,1,1,0,0.3955749382532994,46,0.6806435258824679,1,21,9,1,362415,1
term_20,monthly,ach,captive,preferred,0,0,0,0.6600444992089605,34,0.6332426497275683,0,0,15,6,258773,1
term_10,semiannual,credit_card,captive,pref_plus,0,0,0,0.47079856860454644,28,0.8823404641264566,0,0,24,4,190134,1
whole_life,monthly,ach,captive,standard,0,1,0,0.4329761992432146,29,0.4531553487547777,0,0,13,2,302876,0
term_10,monthly,ach,independent,preferred,1,1,1,0.6914714050968275,29,0.6177486271780662,0,0,9,0,160445,0
term_20,monthly,credit_card,independent,preferred,1,1,0,0.10542592619773661,24,0.6814717377363275,1,21,8,7,267299,0
term_20,monthly,credit_card,independent,pref_plus,1,1,0,0.3939965707458759,50,0.728237984465745,1,7,0,0,190495,1
term_20,monthly,ach,captive,pref_plus,1,1,1,0.3274708709391361,40,0.7892286441128868,0,0,4,10,230701,1
term_20,monthly,credit_card,captive,pref_plus,0,1,0,0.5247759626497807,53,0.5218676716782389,0,0,14,0,75461,0
ul,monthly,ach,captive,preferred,1,1,0,0.5131604496884532,30,0.7172668523976782,0,0,17,4,243273,0
ul,quarterly,credit_card,captive,substandard,0,1,0,0.44764044763366084,50,0.433346580286298,1,91,9,5,259606,1
term_20,quarterly,credit_card,independent,preferred,0,1,0,0.3071995722071318,29,0.5860145599835402,0,0,17,2,207387,0
term_20,monthly,credit_card,captive,standard,0,1,1,0.4451937658593606,66,0.6902245748770128,1,95,17,4,243254,1
iul,monthly,credit_card,independent,pref_plus,0,0,0,0.5146737219097982,28,0.7755703377556289,1,85,7,1,163284,1
term_10,annual,ach,captive,preferred,0,1,0,0.41431311527216025,59,0.7026403482927297,0,0,8,10,312363,0
term_10,semiannual,ach,independent,substandard,0,0,0,0.6715093819073874,54,0.6162987333791242,0,0,3,3,251992,1
term_10,monthly,credit_card,independent,preferred,0,1,0,0.5724029235228686,29,0.5856928817701131,1,22,16,2,429078,1
whole_life,monthly,ach,independent,preferred,0,1,0,0.45380643418516864,24,0.6987827173125845,0,0,12,3,273380,1
term_20,monthly,ach,independent,standard,0,1,1,0.0,51,0.9940587351368764,0,0,17,7,280596,0
ul,quarterly,credit_card,independent,pref_plus,1,1,0,0.40633829168949887,22,0.7538262373229029,0,0,11,4,212452,0
whole_life,monthly,ach,independent,pref_plus,0,0,0,0.576019301026242,51,0.6686789871684403,0,0,6,3,345374,0
term_20,monthly,ach,captive,substandard,1,1,0,0.39412797320701304,53,0.353585371672655,0,0,16,0,215729,1
ul,quarterly,check,captive,preferred,1,1,0,0.510650973827374,52,0.4479939167049229,0,0,0,7,388297,0
ul,semiannual,ach,independent,standard,0,1,0,0.4050846799514496,68,0.5416662514071233,0,0,9,4,385981,1
term_20,monthly,ach,captive,pref_plus,1,1,1,0.49649864514336756,41,0.7638037981333006,0,0,7,1,209018,0
term_20,annual,ach,online,preferred,0,1,0,0.7302016923289953,45,0.43138276164158307,1,104,21,4,227844,0
term_20,monthly,ach,captive,preferred,0,1,1,0.6073489832106895,67,0.7156412857259163,0,0,22,8,191954,0
term_10,monthly,credit_card,independent,standard,1,1,1,0.19088384483786813,63,0.6215458005306259,0,0,14,5,143056,1
term_10,monthly,credit_card,captive,preferred,1,1,0,0.11839524426205361,43,0.663887614403349,1,111,8,10,273499,0
iul,quarterly,credit_card,online,standard,1,1,0,0.5385115865575677,41,0.5611282241466046,0,0,22,6,250362,1
term_20,monthly,ach,captive,standard,1,1,1,0.6835706584528091,59,0.49260682609142603,1,48,7,0,302902,0
term_20,semiannual,ach,captive,standard,0,1,0,0.1178701730333565,48,0.4247228079196732,1,116,3,8,245988,1
whole_life,monthly,ach,independent,preferred,0,1,0,0.4080384922196159,44,0.7100869647539478,0,0,0,0,319780,1
term_20,semiannual,credit_card,captive,standard,1,1,0,0.924643680195115,60,0.5861899854167512,0,0,12,8,246173,1
iul,monthly,credit_card,captive,standard,0,1,0,0.396272347079794,59,0.4060966349188022,1,74,1,6,234401,1
ul,monthly,ach,independent,pref_plus,0,1,0,0.9551714958955293,40,0.6401903923410857,0,0,20,9,256984,1
term_20,semiannual,credit_card,independent,standard,0,1,1,0.2852798542051235,39,1.0,0,0,8,4,310789,0
term_20,semiannual,credit_card,captive,preferred,0,0,0,0.3206194880611758,53,0.5637347819847833,0,0,4,4,220431,1
iul,monthly,ach,independent,substandard,0,1,0,0.30940957565186156,20,0.8977387360503304,1,113,18,7,322663,1
whole_life,annual,credit_card,captive,substandard,0,1,0,0.19416249702648836,59,0.1346491609435579,0,0,17,0,191031,0
iul,semiannual,credit_card,captive,pref_plus,1,1,1,0.11173832040514187,44,0.5513153577710511,1,56,21,3,224871,0
term_10,quarterly,ach,independent,preferred,0,1,1,0.4057515444098513,63,0.7718617835187463,0,0,1,2,100779,0
ul,monthly,ach,captive,preferred,1,1,0,0.4789729809400429,47,0.6027999646730084,0,0,0,1,222697,1
whole_life,monthly,credit_card,captive,preferred,1,1,0,0.30664407373859304,39,0.4843262241343581,0,0,21,0,160250,0
term_10,quarterly,check,captive,standard,1,1,1,0.3547561686831304,25,0.595243173118363,0,0,0,3,294336,0
term_20,monthly,credit_card,independent,pref_plus,1,1,0,0.7392150514543498,20,0.7773196996010839,0,0,4,5,290720,0
whole_life,quarterly,credit_card,independent,standard,0,0,0,0.6443487140488129,53,0.9858198103964452,1,113,12,8,347337,0
term_10,quarterly,credit_card,captive,substandard,1,1,0,0.398264752348255,29,0.791791123534715,1,51,4,1,382926,1
term_20,quarterly,ach,online,substandard,1,1,2,0.5359750859393334,62,0.5091494113109433,0,0,13,1,236973,0
ul,quarterly,ach,independent,pref_plus,1,1,0,0.12271527612652938,44,0.5580827569320621,0,0,5,0,190970,1
term_20,quarterly,ach,captive,substandard,0,1,0,0.5039253799214604,63,0.5594214379185712,1,3,19,8,287531,1
term_20,monthly,check,online,pref_plus,1,1,0,0.437518135959313,43,0.4438953765410364,0,0,16,0,218956,1
term_20,annual,credit_card,captive,preferred,0,1,0,0.37516685525842564,38,0.5720883739573016,1,106,13,4,201614,0
term_20,monthly,check,captive,preferred,0,0,0,0.45656199997748703,27,0.5507150684346092,0,0,9,4,248631,0
iul,semiannual,ach,captive,standard,0,1,0,0.4242316455178586,40,0.38389996168020923,1,18,5,6,202912,0
ul,quarterly,ach,captive,pref_plus,1,1,1,0.18727213536877357,61,0.7508632431317444,0,0,11,0,414760,1
term_10,semiannual,credit_card,independent,preferred,1,1,1,0.7859546234789754,62,0.6757664963084219,0,0,4,5,228900,0
iul,monthly,ach,independent,preferred,1,1,2,0.6401635060240638,43,0.4846297195412499,0,0,23,9,247545,1
ul,monthly,ach,independent,substandard,1,1,0,0.37244085141919503,69,0.6266039190769951,0,0,13,3,314755,0
term_20,quarterly,credit_card,captive,standard,1,1,1,0.09788648140026068,21,0.4263806318504755,0,0,6,0,425198,1
ul,semiannual,credit_card,captive,standard,1,1,0,0.0,22,0.5005948614125739,0,0,21,0,231960,0
term_10,semiannual,credit_card,captive,standard,0,1,0,0.8509407667809652,23,0.7237817205384836,0,0,11,8,100238,0
iul,monthly,ach,captive,preferred,1,1,1,0.41526774461544336,23,0.68478825344251,0,0,20,1,243875,0
whole_life,quarterly,ach,online,pref_plus,1,1,0,0.6025964781147592,20,0.50762611809207,0,0,20,2,113525,0
whole_life,monthly,ach,independent,pref_plus,0,1,0,0.2602542073725088,22,0.6560635145109984,1,34,14,13,208699,0
term_10,quarterly,ach,independent,preferred,1,1,0,0.38852571549532944,59,0.5866122511505699,1,100,4,6,369801,1
ul,semiannual,ach,independent,substandard,0,0,0,0.39873343654182813,43,0.42049274654918645,0,0,8,7,185886,1
term_10,monthly,ach,captive,preferred,1,1,0,0.49829227494671013,59,0.5698968928966154,0,0,33,9,166318,0
term_10,quarterly,check,captive,standard,1,1,1,0.46797369299612657,59,0.6777658975453652,0,0,8,0,318653,0
term_10,annual,ach,captive,standard,0,0,1,0.26554681851720807,54,0.6551088728353742,1,13,10,9,232553,0
